Title,Year,Medium,Genetic Topic/Issue,Organism affected,Mutant is monster?,Who is doing the manipulation?,technique mentioned,Accuracy,Centrality of genetics,Theme,Attitude,Genre
"Outer Limits, The (Duplicate Man)",1964,TV Ep,Cloning,human,No,Academic,NA,low,peripheral,"Bioethics, Monsters, SciDedicated, Mortality",positive,"Drama,Fantasy,Horror"
"Outer Limits, The (Lion's Den)",2001,TV Ep,GeneTherapy,human,Yes,Medical,NA,low,peripheral,"Medicine/neg, Childhood",negative,"Drama,Fantasy,Horror"
"Outer Limits, The (Lithia)",1998,TV Ep,"Sex, Essentialism, WorldHunger",NA,NA,Government,NA,low,peripheral,"SexGender, NatureVNurture",negative,"Drama,Fantasy,Horror"
"Outer Limits, The (Patient Zero)",2001,TV Ep,"Conservation, Chimera/TransGen",microbe,Yes,Accident,NA,low,central,"Sacrifice, Vulnerability",negative,"Drama,Fantasy,Horror"
"Outer Limits, The (Re-Generation)",1997,TV Ep,"Cloning, Essentialism",human,No,Academic,clone from cells,mid,peripheral,"SexGender, Adoption/NonBioParent, Mortality",mixed,"Drama,Fantasy,Horror"
"Outer Limits, The (Replica)",2001,TV Ep,"Cloning, Essentialism",human,No,Academic,NA,low,central,"Individualism, Bioethics, Prometheus",mixed,"Drama,Fantasy,Horror"
"Outer Limits, The (Resurrection)",1996,TV Ep,"GeneEngHu, Conservation, BioWar/Terror",human,No,Academic,NA,low,peripheral,"Mortality, Vulnerability, SciDedicated",mixed,"Drama,Fantasy,Horror"
"Outer Limits, The (Seeds of Destruction)",2000,TV Ep,"GMOs, Mutation","plant, animal, human",Mixed,Corporation,NA,low,central,Bioethics,negative,"Drama,Fantasy,Horror"
"Outer Limits, The (The Chameleon)",1964,TV Ep,"GeneEngHu, Chimera/TransGen, Essentialism",human,Yes,Government,NA,low,central,"Autonomy, NatureVNurture, Posthumanism",negative,"Drama,Fantasy,Horror"
"Outer Limits, The (The Man Who Was Never Born)",1963,TV Ep,"Conservation, Mutation","microbe, human",No,Academic,NA,low,central,"Genealogy, Mortality, SciMad",negative,"Drama,Fantasy,Horror"
"Outer Limits, The (The Mutant)",1964,TV Ep,Mutation,human,Yes,Accident,radiation,low,peripheral,"Posthumanism, Monsters",negative,"Drama,Fantasy,Horror"
"Outer Limits, The (The New Breed)",1995,TV Ep,"GeneDisease, Mutation, GeneTherapy",human,No,Academic,nanotechnology,low,central,"Bioethics, SciDedicated, Posthumanism, Prometheus",mixed,"Drama,Fantasy,Horror"
"Outer Limits, The (The Origin of Species)",1998,TV Ep,"GeneEngHu, GeneDisease, Chimera/TransGen, Conservation, Eugenics",human,No,Government,NA,low,central,"Posthumanism, Genealogy, Interdependence",positive,"Drama,Fantasy,Horror"
"Outer Limits, The (The Shroud)",1999,TV Ep,"Cloning, DNAtoID",human,No,Medical,IVF,mid,central,"Religion, Autonomy, SexGender, Adoption/NonBioParent",mixed,"Drama,Fantasy,Horror"
"Outer Limits, The (The Sixth Finger)",1963,TV Ep,"Evolution, GeneEngHu, Mutation",human,Yes,Academic,NA,low,peripheral,"Monsters, Posthumanism, SciMad",negative,"Drama,Fantasy,Horror"
"Outer Limits, The (The Vaccine)",1998,TV Ep,"GMOs, BioWar/Terror, Conservation, Eugenics",microbe,Yes,Private,NA,low,peripheral,"Bioethics, Medicine/pos, Mortality, Sacrifice, Vulnerability",negative,"Drama,Fantasy,Horror"
"Outer Limits, The (Unnatural Selection)",1996,TV Ep,"GeneEngHu, Eugenics",human,Mixed,Medical,NA,low,central,"Discrimination, Monsters, Posthumanism, SexGender",mixed,"Drama,Fantasy,Horror"
"Outer Limits, The (Wolf 359)",1964,TV Ep,Evolution,animal,Yes,Academic,NA,low,peripheral,"SciDedicated, Monsters",mixed,"Drama,Fantasy,Horror"
"Outer Limits, The (ZZZZZ)",1964,TV Ep,"Sex, Evolution, Chimera/TransGen",animal,Yes,NA,NA,low,central,"SexGender, Monsters, SciDedicated",negative,"Drama,Fantasy,Horror"
Oxygen,2021,Film,"Cloning, Conservation",human,No,Medical,NA,low,peripheral,"Vulnerability, SciDedicated, Sacrifice",positive,"Drama,Fantasy,Sci-Fi"
Pandorum,2009,Film,"Evolution, Conservation, Mutation",human,Yes,Accident,NA,low,peripheral,"Monsters, Sacrifice",negative,"Action,Horror,Mystery"
Paranormal Activity: Next of Kin,2021,Film,"DNAtoID, Biobank, DataPrivacy",human,NA,"Private, Corporation",direct to consumer testing,mid,peripheral,"Genealogy, Religion, Monsters, Autonomy",negative,"Horror,Mystery"
"Perfect 46, The",2014,Film,"Eugenics, GeneScreen, Biobank, GeneDisease",human,NA,Corporation,direct to consumer testing,high,central,"Bioethics, Discrimination, Disability, SexGender, SciDedicated",mixed,"Drama,Sci-Fi"
"Phantom from 10,000 Leagues, The",1955,Film,"Mutation, GMOs",animal,Yes,Academic,induced radiation,low,peripheral,"Monsters, Prometheus, SciMad",negative,"Horror,Sci-Fi"
Phineas and Ferb (Doof 101),2014,TV Ep,"Chimera/TransGen, GeneTherapy",human,Yes,Academic,NA,low,central,"Monsters, Childhood, SciMad",negative,"Action,Adventure,Animation"
Phineas and Ferb (Lotsa Latkes),2011,TV Ep,"GMOs, Chimera/TransGen",plant,Yes,Private,NA,low,peripheral,"Monsters, Childhood, SciMad",negative,"Action,Adventure,Animation"
Picket Fences (Away in the Manger),1994,TV Ep,"GeneEngHu, OrganHarvest","human, animal",No,Corporation,IVF,mid,central,"Religion, Exploitation, Bioethics, SexGender",negative,"Crime,Drama,Family"
Picket Fences (Duty Free Rome),1993,TV Ep,GeneDisease,human,No,NA,NA,mid,peripheral,"Religion, Exploitation, Medicine/neg",negative,"Crime,Drama,Family"
Pinky and the Brain (Brainwashed part 3),1998,TV Ep,"Chimera/TransGen, GMOs",animal,No,Private,gene splicing,low,peripheral,"Discrimination, Autonomy",negative,"Animation,Adventure,Comedy"
Pinky and the Brain (Brinky),1997,TV Ep,"Cloning, Chimera/TransGen, Essentialism",animal,No,Private,NA,low,central,"Childhood, Galatea, Individualism, SciMad",positive,"Animation,Adventure,Comedy"
Pinky and the Brain (Project B.R.A.I.N.),1998,TV Ep,GMOs,animal,No,Academic,radiation,low,peripheral,"SciDedicated, Galatea",mixed,"Animation,Adventure,Comedy"
Pinky and the Brain (whole series),1995,TV series,"GMOs, Chimera/TransGen",animal,No,Academic,NA,low,peripheral,SciMad,mixed,"Animation,Adventure,Comedy"
Piranha,1978,Film,"GMOs, Mutation, BioWar/Terror",animal,Yes,Government,"radiation, selective breeding",mid,peripheral,"Monsters, SciCold",negative,"Comedy,Horror,Sci-Fi"
Plague,1979,Film,"Mutation, GMOs",microbe,Yes,Academic,NA,high,central,"SciDedicated, Vulnerability",mixed,"Drama,Sci-Fi,Thriller"
"Predator, The",2018,Film,"Chimera/TransGen, Essentialism, GeneEngHu",human,Mixed,Government,NA,low,central,"Monsters, Childhood, Disability, Discrimination, Posthumanism, SciCold, Vulnerability",mixed,"Action,Adventure,Horror"
Primal Rage,1988,Film,GMOs,microbe,Yes,Academic,NA,low,peripheral,"Monsters, Medicine/neg, SciDedicated",negative,"Horror,Sci-Fi,Thriller"
Private Practice (A Family Thing),2008,TV Ep,"OrganHarvest, GeneScreen",human,No,Medical,"IVF, chord blood donor",high,peripheral,"Medicine/pos, Exploitation, Vulnerability, Bioethics",mixed,"Comedy,Drama,Romance"
Private Practice (Equal and Opposite),2008,TV Ep,"Sex, DNAtoID, GeneScreen",human,No,Medical,IVF,mid,central,"Adoption/NonBioParent, Bioethics",positive,"Comedy,Drama,Romance"
Private Practice (Finishing),2009,TV Ep,"DNAtoID, GeneScreen",human,NA,Medical,paternity test,mid,peripheral,"SexGender, Childhood",mixed,"Comedy,Drama,Romance"
Private Practice (Homeward Bound),2009,TV Ep,GeneDisease,human,No,NA,NA,mid,peripheral,"Sacrifice, LGBTQIA, Childhood",negative,"Comedy,Drama,Romance"
Private Practice (In Which Charlotte Goes Down the Rabbit Hole),2007,TV Ep,"GeneScreen, GeneDisease",human,No,Medical,NA,high,central,"SexGender, Medicine/pos",mixed,"Comedy,Drama,Romance"
Private Practice (In Which Sam Receives an Unexpected Visitor),2007,TV Ep,"DNAtoID, GeneScreen, Sex",human,No,Medical,IVF,high,central,"Adoption/NonBioParent, SexGender",mixed,"Comedy,Drama,Romance"
Private Practice (Love and Lies),2011,TV Ep,"Sex, GeneScreen, GeneDisease",human,No,Medical,IVF,mid,peripheral,"Disability, SexGender, Bioethics, Childhood, Vulnerability",mixed,"Comedy,Drama,Romance"
Private Practice (Remember Me),2011,TV Ep,"DNAtoID, DataPrivacy",human,NA,Private,paternity test,mid,peripheral,"Medicine/neg, Bioethics, Adoption/NonBioParent, Disability",mixed,"Comedy,Drama,Romance"
Private Practice (Slip Slidin' Away),2009,TV Ep,"GeneDisease, GeneScreen, Eugenics, GeneTherapy",human,No,Medical,IVF,high,central,"Discrimination, Disability, Bioethics",mixed,"Comedy,Drama,Romance"
Private Practice (Two Steps Back),2011,TV Ep,"GeneScreen, GeneDisease",human,No,Medical,NA,high,peripheral,"Disability, SexGender, Autonomy, Bioethics, Childhood, Vulnerability",mixed,"Comedy,Drama,Romance"
Project Power,2020,Film,"DataPrivacy, Mutation",human,Mixed,Corporation,radiation,low,peripheral,"Monsters, Sacrifice, Exploitation, Posthumanism, Race, Childhood",negative,"Action,Crime,Sci-Fi"
Prometheus,2012,Film,"Chimera/TransGen, BioWar/Terror, Evolution",human,Yes,Government,NA,low,peripheral,"Monsters, SexGender, SciCold",negative,"Adventure,Mystery,Sci-Fi"
Proof of Lies,2006,TV Movie,"Essentialism, DNAtoID, Forensics",human,No,Academic,NA,low,peripheral,"Forensics, SciDedicated",positive,"Drama,Thriller"
PSI Factor (883),1999,TV Ep,GeneEngHu,human,No,Academic,NA,low,central,"Posthumanism, Vulnerability",mixed,"Drama,Fantasy,Mystery"
PSI Factor (Regeneration),2000,TV Ep,"Cloning, GeneEngHu, Chimera/TransGen, DataPrivacy, DNAtoID, Forensic, Essentialism",human,Yes,Academic,cloning from cells,low,central,"Posthumanism, SexGender, Individualism",negative,"Drama,Fantasy,Mystery"
Pure Genius (entire series),2016,TV series,"GeneDisease, DataPrivacy, GeneScreen, Essentialism",human,No,Medical,"nanotechnology, DNA seq",mid,peripheral,"Adoption/NonBioParent, Disability, SciDedicated",mixed,Drama
Quincy M.E (For the Love of Joshua),1982,TV Ep,"GeneDisease, Eugenics",human,No,NA,Hopkins Mongol baby,high,central,"Bioethics, Medicine/neg, SexGender, Discrimination, Disability",negative,"Crime,Drama,Mystery"
Quincy M.E (Main Main),1977,TV Ep,GeneDisease,human,No,NA,NA,high,central,"Medicine/pos, Mortality, Autonomy",negative,"Crime,Drama,Mystery"
Quincy M.E (Science for Sale),1982,TV Ep,"Chimera/TransGen, GeneTherapy","human, microbe",Mixed,"Corporation, Medical",viral vector,mid,central,"Bioethics, Medicine/pos, SciDedicated, Vulnerability",mixed,"Crime,Drama,Mystery"
"Quincy M.E (Seldom Silent, Never Heard)",1981,TV Ep,GeneDisease,human,No,NA,NA,high,central,"Medicine/pos, Forensics, SciDedicated, Childhood, Disability",negative,"Crime,Drama,Mystery"
Rain Beau's End,2020,Film,"GeneScreen, Essentialism",human,Mixed,Accident,Jacob's syndrome,mid,central,"Adoption/NonBioParent, Childhood, Disability, SexGender, LGBTQIA, NatureVNurture",negative,Drama
Rampage,2018,Film,"Chimera/TransGen, GeneTherapy, BioWar/Terror, Mutation",animal,Yes,Corporation,CRISPR,low,peripheral,"Bioethics, Exploitation, Monsters, Prometheus",negative,"Action,Adventure,Sci-Fi"
"Reconstruction of William Zero, The",2015,Film,Cloning,"human, animal",Mixed,Corporation,NA,low,peripheral,"Individualism, Autonomy, Sacrifice",negative,"Drama,Mystery,Sci-Fi"
ReGenesis (Baby Bomb & Spare Parts & The Face of God),2004,TV Ep,"Cloning, GeneEngHu, DNAtoID, OrganHarvest, GeneScreen",human,No,"Academic, Private","DNAseq, PCR, siRNA",mid,central,"Childhood, Individualism",mixed,"Drama,Mystery,Sci-Fi"
ReGenesis (Baby Bomb & Spare Parts),2004,TV Ep,"GMOs, GeneEngHu, Chimera/TransGen, BioWar/Terror, GeneScreen","microbe, human",Yes,"Academic, Private","DNAseq, PCR, siRNA",high,peripheral,"Forensics, SciMad, SciDedicated, Exploitation",negative,"Drama,Mystery,Sci-Fi"
ReGenesis (Dim and Dimmer & Massive Changes),2006,TV Ep,"GeneTherapy, GMOs","human, plant",No,"Academic, Corporation",retrovirus,mid,central,SciDedicated,mixed,"Drama,Mystery,Sci-Fi"
ReGenesis (Fishy & Lethargica),2006,TV Ep,GMOs,animal,No,Corporation,radiation,mid,central,"SciDedicated, Forensics",mixed,"Drama,Mystery,Sci-Fi"
ReGenesis (Fishy & Lethargica),2006,TV Ep,"GeneDisease, GeneScreen",human,No,Medical,"PCR, pedigree, amniocentesis",mid,central,"Genealogy, SciDedicated, Vulnerability, Disability",mixed,"Drama,Mystery,Sci-Fi"
ReGenesis (Gene in a Bottle),2006,TV Ep,"GMOs, GeneScreen, Essentialism",animal,No,Private,gay gene,high,central,"SciDedicated, LGBTQIA, NatureVNurture",mixed,"Drama,Mystery,Sci-Fi"
ReGenesis (Hep Burn and Melinkov),2008,TV Ep,"Chimera/TransGen, GMOs, BioWar/Terror",microbe,Yes,Academic,PCR,mid,peripheral,"Discrimination, Bioethics, Medicine/neg, Forensics, Vulnerability",negative,"Drama,Mystery,Sci-Fi"
ReGenesis (Lethargica & The End),2006,TV Ep,"BioWar/Terror, DNAtoID",microbe,Yes,"Government, Private",NA,mid,peripheral,"Forensics, Bioethics, SciDedicated",mixed,"Drama,Mystery,Sci-Fi"
ReGenesis (Our Men in Havana & Listen to Him),2006,TV Ep,"BioWar/Terror, GMOs",microbe,Yes,"Corporation, Accident",NA,high,central,SciDedicated,negative,"Drama,Mystery,Sci-Fi"
ReGenesis (The Face of God),2004,TV Ep,Cloning,human,NA,Private,ancient DNA,low,peripheral,Religion,mixed,"Drama,Mystery,Sci-Fi"
ReGenesis (The Oldest Virus),2004,TV Ep,GeneTherapy,human,No,Academic,NA,low,peripheral,"Bioethics, Medicine/neg",negative,"Drama,Mystery,Sci-Fi"
ReGenesis (The Promise),2005,TV Ep,"GeneScreen, BioWar/Terror",microbe,Yes,"Medical, Government","PCR, DNAseq, microarray",mid,peripheral,"Vulnerability, Interdependence",negative,"Drama,Mystery,Sci-Fi"
ReGenesis (The Secret War & The Source),2004,TV Ep,"GMOs, Chimera/TransGen","plant, microbe, animal",Mixed,"Academic, Corporation, Accident","bacteriophages, horizontal gene transfer, PCR, transposon",high,central,"SciDedicated, Bioethics, Forensics",mixed,"Drama,Mystery,Sci-Fi"
ReGenesis (The Trials & Faint Hope),2004,TV Ep,"GeneTherapy, Mutation, Sex",human,No,Academic,"bubble boy gene therapy causing cancer, RNAi",high,central,"SciDedicated, Bioethics, Childhood, Mortality, LGBTQIA",mixed,"Drama,Mystery,Sci-Fi"
"Relic, The",1997,Film,"Chimera/TransGen, BioWar/Terror, Evolution, DNAtoID, GeneTherapy","human, animal",Yes,"Private, Academic","DNA sequencing, Database matching",mid,central,"Autonomy, Forensics, Monsters, Religion, SciDedicated",mixed,"Horror,Mystery,Sci-Fi"
Repli-Kate,2002,Film,Cloning,"human, animal",No,Academic,NA,low,peripheral,"SexGender, Exploitation",mixed,"Comedy,Sci-Fi"
Replica,2005,Film,"Cloning, OrganHarvest",human,No,Corporation,nanotechnology,low,peripheral,"Individualism, Posthumanism, Discrimination, Mortality, SciCold",negative,"Romance,Thriller"
Replicant,2001,Film,"Cloning, Essentialism",human,No,Government,NA,low,central,"Adoption/NonBioParent, Autonomy, Childhood, Exploitation, NaturevNurture, SciCold",positive,"Action,Sci-Fi,Thriller"
Repo! The Genetic Opera,2008,Film,"OrganHarvest, GeneEngHu, GeneDisease, Eugenics",human,Mixed,Corporation,NA,low,central,"Exploitation, Childhood, Sacrifice, Medicine/neg, Posthumanism",mixed,"Horror,Musical,Sci-Fi"
Resident Evil: Apocalypse,2004,Film,"Mutation, GMOs, GeneTherapy, BioWar/Terror","human, microbe",Yes,Corporation,NA,low,peripheral,"Monsters, Sacrifice, Prometheus, Posthumanism",negative,"Action,Horror,Sci-Fi"
Resident Evil: Welcome To Raccoon City,2021,Film,"BioWar/Terror, GeneTherapy","human, microbe",Yes,Corporation,NA,low,peripheral,"Childhood, Monsters",negative,"Action,Horror,Sci-Fi"
"Resident, The (Belief System)",2019,TV Ep,"GeneDisease, GeneScreen",human,No,Medical,NA,mid,peripheral,"Bioethics, Discrimination, Individualism, Race",negative,Drama
"Resident, The (First Days, Last Days)",2021,TV Ep,GeneDisease,human,No,NA,NA,mid,peripheral,"Medicine/pos, Vulnerability",negative,Drama
"Resident, The (Hope in the Unseen & A Children's Story)",2021,TV Ep,"GeneDisease, GeneTherapy",human,No,"Medical, Corporation",NA,high,central,"Medicine/pos, Vulnerability, Mortality, Adoption/NonBioParent",positive,Drama
"Resident, The (Moving on and Mother Hens)",2020,TV Ep,GeneDisease,human,No,NA,NA,mid,peripheral,"Medicine/pos, Vulnerability",mixed,Drama
"Resident, The (Proof is in the Pudding)",2022,TV Ep,GeneDisease,human,No,NA,NA,mid,peripheral,"Medicine/pos, Childhood",negative,Drama
Ripper Street (Am I Not Monstrous?),2013,TV Ep,"Eugenics, Mutation",human,No,NA,NA,mid,central,"SexGender, Vulnerability, SciCold",mixed,"Crime,Drama,Mystery"
Rise of the Planet of the Apes,2011,Film,"Chimera/TransGen, GMOs, Essentialism, Evolution, GeneDisease, GeneTherapy","animal, microbe",No,Corporation,viral vector,low,peripheral,"Adoption/NonBioParent, Bioethics, Disability, Exploitation, Prometheus, Medicine/neg, Posthumanism, SciCold",mixed,"Action,Drama,Sci-Fi"
Riverdale (Chapter Sixty-Two: Witness for the Prosecution),2019,TV Ep,"Essentialism, GeneScreen",human,NA,NA,genetic screen,low,central,Forensics,mixed,"Crime,Drama,Mystery"
Rizzoli and Isles (Cold As Ice),2012,TV Ep,"DataPrivacy, GeneDisease, GeneScreen, DNAtoID",human,No,Private,NA,high,central,"Forensics, Genealogy",positive,"Crime,Drama,Mystery"
Rizzoli and Isles (Living Proof),2011,TV Ep,"DNAtoID, DataPrivacy, Biobank",NA,NA,Medical,IVF,mid,central,"Adoption/NonBioParent, Medicine/neg, SexGender, Bioethics",positive,"Crime,Drama,Mystery"
Rizzoli and Isles (Sailor Man),2011,TV Ep,"DNAtoID, Biobank, Forensics, DataPrivacy",NA,NA,Government,NA,mid,peripheral,Forensics,positive,"Crime,Drama,Mystery"
Rizzoli and Isles (The Beast in Me),2010,TV Ep,"DNAtoID, DataPrivacy",NA,NA,Government,NA,low,peripheral,"Adoption/NonBioParent, Genealogy, Forensics",negative,"Crime,Drama,Mystery"
Rizzoli and Isles (Throwing Down the Gauntlet),2011,TV Ep,"DNAtoID, Forensics",NA,NA,Government,NA,high,peripheral,Forensics,positive,"Crime,Drama,Mystery"
"Rizzoli and Isles (Yesterday, Today, Tomorrow)",2016,TV Ep,"Forensics, DNAtoID, DataPrivacy, Biobank",NA,NA,Government,NA,mid,peripheral,"Forensics, Childhood",positive,"Crime,Drama,Mystery"
Royal Pains (Medusa),2010,TV Ep,"GeneDisease, GeneScreen",human,No,Medical,NA,mid,peripheral,"Medicine/pos, Bioethics",negative,"Comedy,Drama"
Royal Pains (Pilot),2009,TV Ep,GeneDisease,human,No,NA,NA,high,peripheral,Medicine/pos,negative,"Comedy,Drama"
Royal Pains (Playing Doctor),2015,TV Ep,"GeneScreen, DataPrivacy",human,NA,"Medical, Private",NA,high,central,"Medicine/pos, SexGender, Bioethics",positive,"Comedy,Drama"
Rupture,2016,Film,"Sex, GeneEngHu, Mutation, Biobank",human,No,Private,NA,low,central,"Autonomy, SexGender, Posthumanism, Vulnerability, SciMad",negative,"Horror,Sci-Fi,Thriller"
Sanctuary (entire series),2008,TV series,Chimera/TransGen,human,Mixed,NA,NA,low,peripheral,"Adoption/NonBioParent, Childhood, Monsters",negative,"Action,Drama,Fantasy"
Scared to Death,1980,Film,GMOs,animal,Yes,Corporation,NA,low,peripheral,Monsters,negative,"Horror,Sci-Fi"
Scintilla,2014,Film,"BioWar/Terror, Chimera/TransGen",human,Yes,"Academic, Government",,low,peripheral,"SciCold, Prometheus, Monsters",negative,"Horror,Sci-Fi"
Scooby-Doo and Guess Who? (The Horrible Haunted Hospital of Dr. Phineas Phrag!),2020,TV Ep,"GeneDisease, Chimera/TransGen, GeneEngHu",human,Yes,Medical,NA,low,peripheral,"Monsters, Forensics, SciMad",negative,"Animation,Adventure,Comedy"
Scooby-Doo! Mystery Incorporated (The Horrible Herd),2013,TV Ep,"GMOs, Chimera/TransGen",animal,Yes,Private,NA,low,peripheral,"Monsters, SciMad",negative,"Animation,Adventure,Comedy"
Scooby-Doo! The Sword and the Scoob,2021,TV Movie,"DNAtoID, Forensics, Biobank","human, animal",NA,Private,DNA seq,mid,peripheral,"Genealogy, Monsters, Forensics",positive,"Action,Adventure,Animation"
